,Result,Confidance of being Cracked
23679,Negative (Not Crack),0.06017
23680,Positive(Crack) ,1
23681,Negative (Not Crack),0.06107
23682,Positive(Crack) ,0.999999
23683,Negative (Not Crack),0.1274
23684,Positive(Crack) ,0.997103
23685,Negative (Not Crack),0.057957
23686,Negative (Not Crack),0.396928
23687,Negative (Not Crack),0.028848
23688,Positive(Crack) ,0.999998
23689,Negative (Not Crack),0.046647
23690,Positive(Crack) ,0.740804
23691,Negative (Not Crack),0.033407
23692,Positive(Crack) ,0.999994
23693,Negative (Not Crack),0.120368
23694,Positive(Crack) ,0.999998
23695,Negative (Not Crack),0.048049
23696,Positive(Crack) ,0.993463
23697,Negative (Not Crack),0.045389
23698,Positive(Crack) ,1
23699,Negative (Not Crack),0.050128
23700,Positive(Crack) ,1
23701,Negative (Not Crack),0.042116
23702,Positive(Crack) ,1
23703,Negative (Not Crack),0.033382
23704,Positive(Crack) ,1
23705,Negative (Not Crack),0.052455
23706,Positive(Crack) ,1
23707,Negative (Not Crack),0.047351
23708,Positive(Crack) ,0.997855
23709,Negative (Not Crack),0.154758
23710,Positive(Crack) ,0.892696
23711,Negative (Not Crack),0.061517
23712,Positive(Crack) ,0.999979
23713,Negative (Not Crack),0.043553
23714,Positive(Crack) ,0.999865
23715,Negative (Not Crack),0.04511
23716,Positive(Crack) ,0.755735
23717,Negative (Not Crack),0.038386
23718,Negative (Not Crack),0.125124
23719,Negative (Not Crack),0.065733
23720,Positive(Crack) ,0.953062
23721,Negative (Not Crack),0.052039
23722,Positive(Crack) ,0.997335
23723,Negative (Not Crack),0.037197
23724,Positive(Crack) ,0.999999
23725,Negative (Not Crack),0.029623
23726,Positive(Crack) ,0.999859
23727,Negative (Not Crack),0.029114
23728,Positive(Crack) ,0.999999
23729,Negative (Not Crack),0.044722
23730,Positive(Crack) ,1
23731,Negative (Not Crack),0.037943
23732,Positive(Crack) ,1
23733,Negative (Not Crack),0.036664
23734,Positive(Crack) ,1
23735,Negative (Not Crack),0.045637
23736,Positive(Crack) ,0.99997
23737,Negative (Not Crack),0.047651
23738,Positive(Crack) ,0.999994
23739,Negative (Not Crack),0.028996
23740,Positive(Crack) ,0.999274
23741,Negative (Not Crack),0.116389
23742,Positive(Crack) ,0.999968
23743,Negative (Not Crack),0.068666
23744,Positive(Crack) ,0.999865
23745,Negative (Not Crack),0.21558
23746,Positive(Crack) ,0.99957
23747,Negative (Not Crack),0.058969
23748,Positive(Crack) ,0.999991
23749,Negative (Not Crack),0.200857
23750,Positive(Crack) ,0.999977
23751,Negative (Not Crack),0.084603
23752,Positive(Crack) ,1
23753,Negative (Not Crack),0.054097
23754,Positive(Crack) ,0.999977
23755,Negative (Not Crack),0.062356
23756,Positive(Crack) ,0.999445
23757,Negative (Not Crack),0.040446
23758,Positive(Crack) ,0.917873
23759,Negative (Not Crack),0.052936
23760,Positive(Crack) ,0.999521
23761,Negative (Not Crack),0.043091
23762,Positive(Crack) ,0.999998
23763,Negative (Not Crack),0.03282
23764,Positive(Crack) ,0.995376
23765,Negative (Not Crack),0.030207
23766,Positive(Crack) ,0.995538
23767,Negative (Not Crack),0.045801
23768,Positive(Crack) ,0.999965
23769,Negative (Not Crack),0.040937
23770,Positive(Crack) ,0.999993
23771,Negative (Not Crack),0.05612
23772,Positive(Crack) ,0.999907
23773,Negative (Not Crack),0.064828
23774,Positive(Crack) ,0.998598
23775,Negative (Not Crack),0.036006
23776,Positive(Crack) ,1
23777,Negative (Not Crack),0.062143
23778,Positive(Crack) ,0.999893
23779,Negative (Not Crack),0.048898
23780,Positive(Crack) ,0.999973
23781,Negative (Not Crack),0.039398
23782,Positive(Crack) ,0.999984
23783,Negative (Not Crack),0.075551
23784,Positive(Crack) ,1
23785,Negative (Not Crack),0.044371
23786,Positive(Crack) ,0.999998
23787,Negative (Not Crack),0.040349
23788,Positive(Crack) ,0.971352
23789,Negative (Not Crack),0.032687
23790,Positive(Crack) ,0.907186
23791,Negative (Not Crack),0.096855
23792,Positive(Crack) ,0.99994
23793,Negative (Not Crack),0.057896
23794,Positive(Crack) ,0.990803
23795,Negative (Not Crack),0.033483
23796,Negative (Not Crack),0.18767
23797,Negative (Not Crack),0.034989
23798,Positive(Crack) ,1
23799,Negative (Not Crack),0.046324
23800,Positive(Crack) ,0.982465
23801,Negative (Not Crack),0.133089
23802,Positive(Crack) ,0.953802
23803,Negative (Not Crack),0.210476
23804,Positive(Crack) ,0.999235
23805,Negative (Not Crack),0.026009
23806,Negative (Not Crack),0.33279
23807,Negative (Not Crack),0.063493
23808,Positive(Crack) ,0.999952
23809,Negative (Not Crack),0.076169
23810,Positive(Crack) ,0.995038
23811,Negative (Not Crack),0.036225
23812,Positive(Crack) ,0.573025
23813,Negative (Not Crack),0.06375
23814,Positive(Crack) ,1
23815,Negative (Not Crack),0.076295
23816,Positive(Crack) ,0.999391
23817,Negative (Not Crack),0.048471
23818,Positive(Crack) ,0.755486
23819,Negative (Not Crack),0.085591
23820,Positive(Crack) ,0.999741
23821,Positive(Crack) ,0.517582
23822,Positive(Crack) ,0.999892
23823,Negative (Not Crack),0.07001
23824,Positive(Crack) ,0.997871
23825,Negative (Not Crack),0.033782
23826,Positive(Crack) ,0.879758
23827,Negative (Not Crack),0.041494
23828,Positive(Crack) ,0.72701
23829,Negative (Not Crack),0.100008
23830,Positive(Crack) ,0.999964
23831,Negative (Not Crack),0.049624
23832,Positive(Crack) ,0.845999
23833,Negative (Not Crack),0.15476
23834,Positive(Crack) ,1
23835,Negative (Not Crack),0.041853
23836,Positive(Crack) ,0.937103
23837,Negative (Not Crack),0.094382
23838,Positive(Crack) ,0.999946
23839,Negative (Not Crack),0.037977
23840,Positive(Crack) ,0.983746
23841,Negative (Not Crack),0.036878
23842,Positive(Crack) ,0.999006
23843,Negative (Not Crack),0.049308
23844,Positive(Crack) ,0.995423
23845,Negative (Not Crack),0.049747
23846,Positive(Crack) ,1
23847,Negative (Not Crack),0.047118
23848,Positive(Crack) ,0.952523
23849,Negative (Not Crack),0.04338
23850,Negative (Not Crack),0.180511
23851,Negative (Not Crack),0.058232
23852,Positive(Crack) ,0.999996
23853,Negative (Not Crack),0.04329
23854,Positive(Crack) ,0.9996
23855,Negative (Not Crack),0.350742
23856,Positive(Crack) ,0.999009
23857,Negative (Not Crack),0.080581
23858,Positive(Crack) ,0.999987
23859,Negative (Not Crack),0.039472
23860,Positive(Crack) ,1
23861,Negative (Not Crack),0.040887
23862,Positive(Crack) ,0.999986
23863,Negative (Not Crack),0.087418
23864,Positive(Crack) ,1
23865,Negative (Not Crack),0.106312
23866,Positive(Crack) ,0.97502
23867,Negative (Not Crack),0.034331
23868,Positive(Crack) ,0.994305
23869,Negative (Not Crack),0.046101
23870,Positive(Crack) ,0.999909
23871,Negative (Not Crack),0.054003
23872,Positive(Crack) ,0.999999
23873,Negative (Not Crack),0.083846
23874,Positive(Crack) ,0.867493
23875,Negative (Not Crack),0.052706
23876,Positive(Crack) ,0.999932
23877,Negative (Not Crack),0.099472
23878,Positive(Crack) ,0.999756
23879,Negative (Not Crack),0.04135
23880,Positive(Crack) ,0.999752
23881,Negative (Not Crack),0.058365
23882,Positive(Crack) ,0.999999
23883,Negative (Not Crack),0.076932
23884,Positive(Crack) ,0.999998
23885,Negative (Not Crack),0.045725
23886,Positive(Crack) ,1
23887,Negative (Not Crack),0.069894
23888,Positive(Crack) ,0.981231
23889,Negative (Not Crack),0.046405
23890,Positive(Crack) ,1
23891,Negative (Not Crack),0.051879
23892,Negative (Not Crack),0.230845
23893,Negative (Not Crack),0.058725
23894,Positive(Crack) ,0.526079
23895,Negative (Not Crack),0.066556
23896,Negative (Not Crack),0.315845
23897,Negative (Not Crack),0.048587
23898,Positive(Crack) ,0.973675
23899,Negative (Not Crack),0.048629
23900,Positive(Crack) ,0.999827
23901,Negative (Not Crack),0.048215
23902,Positive(Crack) ,0.999997
23903,Negative (Not Crack),0.036981
23904,Positive(Crack) ,0.999994
23905,Negative (Not Crack),0.093057
23906,Positive(Crack) ,1
23907,Negative (Not Crack),0.087711
23908,Positive(Crack) ,1
23909,Negative (Not Crack),0.034463
23910,Positive(Crack) ,0.998287
23911,Negative (Not Crack),0.073115
23912,Positive(Crack) ,0.999626
23913,Negative (Not Crack),0.041582
23914,Positive(Crack) ,0.998308
23915,Negative (Not Crack),0.074554
23916,Positive(Crack) ,0.999999
23917,Negative (Not Crack),0.060592
23918,Positive(Crack) ,1
23919,Negative (Not Crack),0.056834
23920,Positive(Crack) ,1
23921,Negative (Not Crack),0.086808
23922,Positive(Crack) ,0.999998
23923,Negative (Not Crack),0.059532
23924,Positive(Crack) ,0.99887
23925,Negative (Not Crack),0.040039
23926,Positive(Crack) ,1
23927,Negative (Not Crack),0.041783
23928,Positive(Crack) ,0.999996
23929,Negative (Not Crack),0.047726
23930,Positive(Crack) ,0.999999
23931,Negative (Not Crack),0.05339
23932,Positive(Crack) ,0.690474
23933,Negative (Not Crack),0.045479
23934,Positive(Crack) ,0.999993
23935,Negative (Not Crack),0.076033
23936,Positive(Crack) ,0.997361
23937,Negative (Not Crack),0.037309
23938,Positive(Crack) ,0.999948
23939,Negative (Not Crack),0.07584
23940,Positive(Crack) ,1
23941,Negative (Not Crack),0.118305
23942,Positive(Crack) ,0.999916
23943,Negative (Not Crack),0.045233
23944,Positive(Crack) ,0.998166
23945,Negative (Not Crack),0.478214
23946,Positive(Crack) ,0.999997
23947,Negative (Not Crack),0.04516
23948,Positive(Crack) ,0.999916
23949,Negative (Not Crack),0.044619
23950,Positive(Crack) ,0.747258
23951,Negative (Not Crack),0.042662
23952,Positive(Crack) ,0.996818
23953,Negative (Not Crack),0.058848
23954,Positive(Crack) ,0.999979
23955,Negative (Not Crack),0.094364
23956,Positive(Crack) ,0.999836
23957,Negative (Not Crack),0.043038
23958,Positive(Crack) ,0.999997
23959,Negative (Not Crack),0.042746
23960,Positive(Crack) ,0.996038
23961,Negative (Not Crack),0.033363
23962,Positive(Crack) ,0.999999
23963,Negative (Not Crack),0.054125
23964,Positive(Crack) ,0.999992
23965,Negative (Not Crack),0.084396
23966,Positive(Crack) ,0.995058
23967,Negative (Not Crack),0.056788
23968,Positive(Crack) ,0.999999
23969,Negative (Not Crack),0.118386
23970,Positive(Crack) ,0.925161
23971,Negative (Not Crack),0.060492
23972,Positive(Crack) ,1
23973,Negative (Not Crack),0.03738
23974,Positive(Crack) ,0.99752
23975,Negative (Not Crack),0.048747
23976,Positive(Crack) ,0.996604
23977,Negative (Not Crack),0.285953
23978,Positive(Crack) ,0.999965
23979,Negative (Not Crack),0.055217
23980,Positive(Crack) ,0.999996
23981,Negative (Not Crack),0.047893
23982,Positive(Crack) ,1
23983,Negative (Not Crack),0.040509
23984,Positive(Crack) ,0.996259
23985,Negative (Not Crack),0.051419
23986,Positive(Crack) ,0.999494
23987,Negative (Not Crack),0.041372
23988,Positive(Crack) ,0.990842
23989,Negative (Not Crack),0.066834
23990,Negative (Not Crack),0.401272
23991,Negative (Not Crack),0.034841
23992,Positive(Crack) ,0.999507
23993,Negative (Not Crack),0.068767
23994,Positive(Crack) ,0.999411
23995,Negative (Not Crack),0.079514
23996,Positive(Crack) ,0.996849
23997,Negative (Not Crack),0.051333
23998,Positive(Crack) ,0.999945
23999,Negative (Not Crack),0.051722
24000,Positive(Crack) ,0.981903
24001,Negative (Not Crack),0.051555
24002,Positive(Crack) ,0.998992
24003,Negative (Not Crack),0.062748
24004,Positive(Crack) ,0.999835
24005,Negative (Not Crack),0.0728
24006,Negative (Not Crack),0.180511
24007,Negative (Not Crack),0.033659
24008,Positive(Crack) ,0.999997
24009,Negative (Not Crack),0.046831
24010,Positive(Crack) ,0.999995
24011,Negative (Not Crack),0.049641
24012,Positive(Crack) ,0.999996
24013,Negative (Not Crack),0.051325
24014,Positive(Crack) ,1
24015,Negative (Not Crack),0.038466
24016,Positive(Crack) ,0.998945
24017,Negative (Not Crack),0.068343
24018,Positive(Crack) ,0.854001
24019,Negative (Not Crack),0.047474
24020,Positive(Crack) ,0.999977
24021,Negative (Not Crack),0.038448
24022,Positive(Crack) ,1
24023,Negative (Not Crack),0.057368
24024,Negative (Not Crack),0.302875
24025,Positive(Crack) ,0.951287
24026,Positive(Crack) ,0.996756
24027,Negative (Not Crack),0.043709
24028,Positive(Crack) ,0.985633
24029,Negative (Not Crack),0.040578
24030,Positive(Crack) ,0.999999
24031,Negative (Not Crack),0.047313
24032,Positive(Crack) ,0.999986
24033,Negative (Not Crack),0.044396
24034,Positive(Crack) ,0.963819
24035,Negative (Not Crack),0.045785
24036,Positive(Crack) ,0.999898
24037,Negative (Not Crack),0.03204
24038,Positive(Crack) ,0.999991
24039,Negative (Not Crack),0.058147
24040,Negative (Not Crack),0.320708
24041,Negative (Not Crack),0.207048
24042,Positive(Crack) ,0.999971
24043,Negative (Not Crack),0.067589
24044,Positive(Crack) ,0.999813
24045,Negative (Not Crack),0.039194
24046,Positive(Crack) ,0.88882
24047,Negative (Not Crack),0.050169
24048,Positive(Crack) ,1
24049,Negative (Not Crack),0.043282
24050,Positive(Crack) ,0.999948
24051,Negative (Not Crack),0.039032
24052,Positive(Crack) ,0.999957
24053,Negative (Not Crack),0.035575
24054,Positive(Crack) ,1
24055,Negative (Not Crack),0.068834
24056,Positive(Crack) ,0.999991
24057,Negative (Not Crack),0.259828
24058,Positive(Crack) ,0.998816
24059,Negative (Not Crack),0.080466
24060,Positive(Crack) ,0.999706
24061,Negative (Not Crack),0.035747
24062,Positive(Crack) ,0.999999
24063,Negative (Not Crack),0.060569
24064,Positive(Crack) ,0.999479
24065,Negative (Not Crack),0.042993
24066,Positive(Crack) ,0.999999
24067,Negative (Not Crack),0.038905
24068,Positive(Crack) ,0.96561
24069,Negative (Not Crack),0.066946
24070,Positive(Crack) ,0.999848
24071,Negative (Not Crack),0.032421
24072,Positive(Crack) ,0.977458
24073,Negative (Not Crack),0.040183
24074,Positive(Crack) ,0.999089
24075,Negative (Not Crack),0.065138
24076,Positive(Crack) ,0.99985
24077,Negative (Not Crack),0.037926
24078,Positive(Crack) ,1
24079,Negative (Not Crack),0.352705
24080,Positive(Crack) ,0.98892
24081,Negative (Not Crack),0.058463
24082,Positive(Crack) ,0.999965
24083,Negative (Not Crack),0.061971
24084,Positive(Crack) ,0.989176
24085,Negative (Not Crack),0.10777
24086,Positive(Crack) ,0.999781
24087,Negative (Not Crack),0.036993
24088,Positive(Crack) ,0.999973
24089,Negative (Not Crack),0.03845
24090,Positive(Crack) ,0.99999
24091,Negative (Not Crack),0.056063
24092,Positive(Crack) ,0.999993
24093,Negative (Not Crack),0.029795
24094,Positive(Crack) ,1
24095,Negative (Not Crack),0.054827
24096,Positive(Crack) ,0.99999
24097,Negative (Not Crack),0.054456
24098,Positive(Crack) ,0.999993
24099,Negative (Not Crack),0.04324
24100,Positive(Crack) ,0.999878
24101,Negative (Not Crack),0.047079
24102,Positive(Crack) ,0.999992
24103,Negative (Not Crack),0.044258
24104,Positive(Crack) ,0.999784
24105,Negative (Not Crack),0.071812
24106,Positive(Crack) ,0.916163
24107,Negative (Not Crack),0.081441
24108,Positive(Crack) ,0.967365
24109,Negative (Not Crack),0.031594
24110,Positive(Crack) ,0.997016
24111,Negative (Not Crack),0.056897
24112,Positive(Crack) ,0.999177
24113,Negative (Not Crack),0.038558
24114,Positive(Crack) ,0.996901
24115,Negative (Not Crack),0.044673
24116,Positive(Crack) ,0.99994
24117,Negative (Not Crack),0.030802
24118,Positive(Crack) ,0.999999
24119,Negative (Not Crack),0.046174
24120,Positive(Crack) ,0.999612
24121,Negative (Not Crack),0.044163
24122,Positive(Crack) ,0.984749
24123,Negative (Not Crack),0.082138
24124,Positive(Crack) ,1
24125,Negative (Not Crack),0.033199
24126,Positive(Crack) ,0.999999
24127,Negative (Not Crack),0.044939
24128,Positive(Crack) ,1
24129,Negative (Not Crack),0.058318
24130,Positive(Crack) ,1
24131,Negative (Not Crack),0.145669
24132,Positive(Crack) ,0.979355
24133,Negative (Not Crack),0.051091
24134,Positive(Crack) ,0.999975
24135,Negative (Not Crack),0.089027
24136,Positive(Crack) ,0.999998
24137,Negative (Not Crack),0.057453
24138,Positive(Crack) ,1
24139,Negative (Not Crack),0.044221
24140,Positive(Crack) ,0.999989
24141,Negative (Not Crack),0.17366
24142,Positive(Crack) ,0.999999
24143,Negative (Not Crack),0.051774
24144,Positive(Crack) ,0.999961
24145,Negative (Not Crack),0.035635
24146,Positive(Crack) ,0.512105
24147,Negative (Not Crack),0.045084
24148,Positive(Crack) ,0.999994
24149,Negative (Not Crack),0.113315
24150,Positive(Crack) ,1
24151,Negative (Not Crack),0.043438
24152,Positive(Crack) ,0.999909
24153,Negative (Not Crack),0.029088
24154,Positive(Crack) ,0.999862
24155,Negative (Not Crack),0.043863
24156,Positive(Crack) ,1
24157,Negative (Not Crack),0.04184
24158,Positive(Crack) ,1
24159,Negative (Not Crack),0.037359
24160,Positive(Crack) ,0.982543
24161,Negative (Not Crack),0.048912
24162,Positive(Crack) ,0.99981
24163,Negative (Not Crack),0.070434
24164,Positive(Crack) ,0.994713
24165,Negative (Not Crack),0.046379
24166,Negative (Not Crack),0.340532
24167,Negative (Not Crack),0.052729
24168,Positive(Crack) ,0.999998
24169,Negative (Not Crack),0.041048
24170,Positive(Crack) ,0.999962
24171,Negative (Not Crack),0.065761
24172,Positive(Crack) ,1
24173,Negative (Not Crack),0.055743
24174,Positive(Crack) ,1
24175,Negative (Not Crack),0.057589
24176,Positive(Crack) ,0.985463
24177,Negative (Not Crack),0.029408
24178,Positive(Crack) ,0.999727
24179,Negative (Not Crack),0.061488
24180,Positive(Crack) ,0.999999
24181,Negative (Not Crack),0.034584
24182,Positive(Crack) ,1
24183,Negative (Not Crack),0.063209
24184,Positive(Crack) ,0.999855
24185,Negative (Not Crack),0.150262
24186,Positive(Crack) ,0.956586
24187,Negative (Not Crack),0.135859
24188,Positive(Crack) ,0.999713
24189,Negative (Not Crack),0.04286
24190,Positive(Crack) ,0.999998
24191,Negative (Not Crack),0.032097
24192,Positive(Crack) ,0.999935
24193,Negative (Not Crack),0.039283
24194,Positive(Crack) ,0.99472
24195,Negative (Not Crack),0.03734
24196,Positive(Crack) ,1
24197,Negative (Not Crack),0.026941
24198,Positive(Crack) ,0.96561
24199,Negative (Not Crack),0.061704
24200,Negative (Not Crack),0.24056
